-9.658345928287268567e-01,-2.189070436763691507e+00,1.698560814925589579e-01,8.138455932428421136e-01,-3.375209025696666476e+00,-2.143059797041687364e+00,-3.958508276579876251e-01,2.941957696370701036e+00,-2.191060581014291131e+00,1.244396730749443014e+00,4.351203886640191837e-02,-5.150961562066274091e-01,-8.607365364750607650e-01,-1.109716864855361473e+00,3.183925482720669775e-01,-8.231973174336020271e-01,-1.056304027270571266e+00,-8.964528460102367813e-01,3.759244067833111824e-01,-1.084965142813847816e+00
-4.547669863226678766e-01,4.339767998568635932e+00,-4.857284452923226747e-01,-4.884329603300143319e+00,-2.883650250163810824e+00,2.609720547304533955e+00,-1.952875935747194092e+00,-9.192173869927626473e-02,7.970932150729570509e-02,-8.938337932980683354e-02,-6.072672452577231317e-01,-1.067430843767368298e+00,4.880434556449813610e-01,-5.023055840331304145e-01,5.574302631550505094e-01,1.015920066149233136e+00,-1.995358284892125855e+00,2.903042595251665858e+00,-9.739298318777533936e-01,2.175332354416564584e+00
4.121372020572648676e-02,-2.457531001177989172e+00,-2.714163231850226787e-01,-9.035864639540790222e+00,-7.602317349989533568e-01,1.099912441869078883e+00,1.392913913551562466e+00,2.599941377026368627e+00,1.162669919904761873e+00,-3.294947844631814782e+00,-1.214653959738407479e-01,8.756392620871897847e-01,1.081638560991626807e+00,6.263403356546732859e-01,-6.913552392198556162e-02,2.679496040645617860e+00,4.777648903021791682e-03,3.402524521370669852e+00,5.568139369176185127e+00,3.660570058939456306e-01
-5.196942035127776194e-01,5.125487103189185767e-01,1.454284360410531107e+00,-8.209150924669978977e+00,-2.671775596700490141e+00,-2.655092987319182640e+00,3.015451210412696259e+00,6.965521138580494931e-01,2.881685443327175467e+00,7.054474169449854726e-01,9.084286352181214497e-01,-2.574448487355518456e-01,-4.245830149163445921e-01,6.669891168972776896e-01,4.759723826798244462e-01,-2.294817637567958535e-01,-3.314809127538906885e+00,1.353738021182822937e+00,1.100548889394581620e+00,7.597817771127632902e-01
-3.780921253481702160e-01,-4.405808520640613679e+00,-2.775341322405159294e-01,-7.445515108047181307e+00,-3.340570244878035666e+00,1.673383935917377441e+00,2.707078898357439645e+00,-5.660531634075910423e-01,1.258430643219098588e+00,5.616518065586669772e-01,1.323822210551799161e+00,-5.112685423159106790e-01,8.131929073718330292e-01,1.013446429792973745e-02,-7.173815534275344019e-01,3.341779867424517381e+00,2.086120174194035837e+00,3.878570874660135281e+00,2.669254342623350595e+00,9.879300962224618621e-01
5.642735442705211213e-01,-2.848604592987887596e+00,2.940222245874044127e+00,2.670945712327028154e+00,2.063258816006876550e+00,3.378462881251699912e+00,-8.015531620956029002e-01,-5.440009393490756739e-01,-1.292927678998663898e+00,-4.532220775141903246e+00,-1.707828598675928289e+00,-1.220685257660552026e-01,2.012886121870894218e+00,8.022543468894086649e-01,6.841310705352056099e-01,-9.811878259164052984e-01,-1.499777685684164030e+00,1.635025611461206507e+00,2.600132900876125142e+00,6.977874197817266477e-01
-1.104493726498404493e-01,-5.349853127433703559e-01,-2.109418527379081088e-01,-5.994913201208635911e+00,-2.492685985191463338e+00,-1.218235678930319477e+00,8.407159614798218605e-01,5.945522996282867623e-02,-4.017431192670295470e-01,1.188312540225945901e-01,-1.020342403950962595e-01,9.928730917529741129e-01,2.356347605374824017e+00,8.416630979137433854e-01,7.881179659450232577e-01,2.050616801862764849e+00,-2.344872815861583248e+00,1.351024024644192023e+00,2.343281931425758469e+00,6.562303327637710737e-01
4.699738849934535501e-01,-3.734227867105423648e+00,9.839238972112788195e-01,1.186866498057287167e+00,1.453371062829867277e+00,5.388205111875570275e-01,2.889466799390409957e-01,-1.129644591095035899e+00,-5.190367823377375345e-01,1.289429338639859479e-01,1.589704675262922917e+00,4.787073155467644336e-01,3.648060120095764636e-01,-2.594979527980482703e-01,4.943988523941746371e-01,1.570350305370795230e+00,1.024504388718681991e+00,-9.305160568770296514e-01,2.529769835440750736e+00,1.703872394972114623e-01
6.908098847237715834e-01,8.288113585438372510e-01,1.554933088730965807e+00,5.567325772534835737e-01,-3.349272800783131387e+00,-8.247254045249259313e-01,8.248795573278022708e-02,7.204515264322249868e-01,-2.628684305257535492e+00,3.630548697498513916e-02,1.741614283220190629e+00,-8.961228859162171378e-01,-4.352763415876626518e-01,1.100348682216830021e+00,-7.365463139876171628e-01,-2.869731482303704340e+00,3.975133636500083334e-02,3.595038200939633111e-01,9.289057779254137337e-01,2.127220309544516574e+00
2.275156737520703937e-02,-4.035457887206954197e+00,3.223781892403719262e-01,-1.895104951879185595e+00,-1.925454207185285593e+00,2.714873670893960256e-01,1.426582561216372502e+00,-1.870546094817957528e+00,2.193991928480468978e+00,5.643772284090921021e-01,-1.324785636239945941e+00,-4.603974955982893802e-02,-1.481986361825494036e+00,-2.199831595222486724e-01,-1.044765959779329068e-01,-7.691832452621354399e-01,1.082255614011106815e+00,1.708880972972021794e+00,4.205641447851395931e-01,2.388993240702463883e-02
